,S_0,S_1,E_0,E_1,I_0_AS,I_0_GP,I_0_H,I_0_ICU,I_1_AS,I_1_GP,I_1_H,I_1_ICU,R_0_AS,R_0_GP,R_0_H,R_0_ICU,R_1_AS,R_1_GP,R_1_H,R_1_ICU,D_0_AS,D_0_GP,D_0_H,D_0_ICU,D_1_AS,D_1_GP,D_1_H,D_1_ICU
14,29999951.888878122,0.0,46.08964656571767,0.0,1.1972312241849288,83.88550343334806,1.4908370314614505,0.003224509926284291,0.0,0.0,0.0,0.0,0.015310271152201488,15.353855021326535,0.04458639675161264,3.2912040029236286e-05,0.0,0.0,0.0,0.0,0.0,0.03076924853973248,0.00012509209509470434,1.8467677771916172e-07,0.0,0.0,0.0,0.0
15,29999948.75375734,0.0,48.93962447173896,0.0,1.3648181428813033,82.89869663191033,1.5841990248638556,0.0036784326027234143,0.0,0.0,0.0,0.0,0.01873225967029782,16.352638862334068,0.050900707971448855,4.0289177693789736e-05,0.0,0.0,0.0,0.0,0.0,0.03277081936339487,0.0001428075975150865,2.260715381615458e-07,0.0,0.0,0.0,0.0
16,29999945.6542407,0.0,51.73705486413344,0.0,1.542099767810139,81.93156404144031,1.675989931070867,0.004159125040054537,0.0,0.0,0.0,0.0,0.02261521208026461,17.339721729061655,0.057595170751136085,4.8665880127428595e-05,0.0,0.0,0.0,0.0,0.0,0.03474894134080486,0.00016158965741801658,2.73075078871343e-07,0.0,0.0,0.0,0.0
17,29999942.58954001,0.0,54.4830379553302,0.0,1.728862693268951,80.983723664462,1.7662405795879104,0.004666063494120153,0.0,0.0,0.0,0.0,0.026984756050120254,18.315336968119915,0.06466339697991896,5.80988401625685e-05,0.0,0.0,0.0,0.0,0.0,0.036704082100440655,0.00018142035224826914,3.260055159422684e-07,0.0,0.0,0.0,0.0
18,29999939.5588825,0.0,57.17865197396729,0.0,1.9248980115456567,80.05480110941008,1.8549811985840117,0.005198734494241353,0.0,0.0,0.0,0.0,0.031865954918104816,19.279713397090237,0.07209912389436886,6.864364160173509e-05,0.0,0.0,0.0,0.0,0.0,0.03863670019456956,0.00020228211112648532,3.85174742454626e-07,0.0,0.0,0.0,0.0
19,29999936.56151056,0.0,59.824953596828045,0.0,2.130001224001935,79.14442944167244,1.9422414266152888,0.0057566346462274865,0.0,0.0,0.0,0.0,0.03728331938146276,20.23307539311734,0.07989621167652766,8.035478060158668e-05,0.0,0.0,0.0,0.0,0.0,0.0405472452767882,0.00022415770811049795,4.508885484658172e-07,0.0,0.0,0.0,0.0
20,29999933.59668141,0.0,62.422978388527085,0.0,2.3439721505557993,78.25224903196286,2.0280503245579355,0.006339270431902016,0.0,0.0,0.0,0.0,0.04326081939777741,21.175642983087407,0.08804864100944006,9.32856874253688e-05,0.0,0.0,0.0,0.0,0.0,0.042436158282740236,0.00024703025533710587,5.234467430682019e-07,0.0,0.0,0.0,0.0
21,29999930.66366681,0.0,64.97374122153464,0.0,2.5666148432230163,77.37790741147008,2.1124363870090823,0.006946158017507328,0.0,0.0,0.0,0.0,0.04982189554915265,22.10763192978095,0.09655051074118444,0.00010748874724893119,0.0,0.0,0.0,0.0,0.0,0.04430387160276738,0.00027088319646825245,6.031432711362874e-07,0.0,0.0,0.0,0.0
22,29999927.76175278,0.0,67.4782366847499,0.0,2.7977375020220827,76.52105913095379,2.1954275533776744,0.00757682306728549,0.0,0.0,0.0,0.0,0.05698947009381354,23.029253815681027,0.10539603561214032,0.00012301532041413094,0.0,0.0,0.0,0.0,0.0,0.04615080924986172,0.00029570030031462167,6.902663269730795e-07,0.0,0.0,0.0,0.0
23,29999924.890239302,0.0,69.93743949746124,0.0,3.037152389766222,75.68136561798497,2.277051219120901,0.008230800554641635,0.0,0.0,0.0,0.0,0.06478595816568311,23.940716127883398,0.11457954395267742,0.00013991576293711242,0.0,0.0,0.0,0.0,0.0,0.047977387029826395,0.0003214656543762488,7.85098469386603e-07,0.0,0.0,0.0,0.0
24,29999922.04844004,0.0,72.35230490266005,0.0,3.284675751117521,74.85849504130195,2.357334246421868,0.008907634582630275,0.0,0.0,0.0,0.0,0.07323327840986671,24.84222233877981,0.12409547549477011,0.000158239446022932,0.0,0.0,0.0,0.0,0.0,0.049784012702965494,0.00034816365870276136,8.87916731190801e-07,0.0,0.0,0.0,0.0
25,29999919.235682067,0.0,74.72376905393224,0.0,3.5401277329663823,74.05212217738057,2.4363029746933296,0.009606878207349838,0.0,0.0,0.0,0.0,0.08235286344309672,25.733971985425992,0.13393837921912954,0.00017803477526873038,0.0,0.0,0.0,0.0,0.0,0.051571086143138205,0.0003757790198532689,9.989927269588078e-07,0.0,0.0,0.0,0.0
26,29999916.4513056,0.0,77.0527494091879,0.0,3.8033323033983195,73.26192827464821,2.513983231266253,0.010328093258264621,0.0,0.0,0.0,0.0,0.09216567050183709,26.616160750308666,0.1441029111647507,0.00019934921019159824,0.0,0.0,0.0,0.0,0.0,0.05333899949961651,0.0004042967447508032,1.1185927625981465e-06,0.0,0.0,0.0,0.0
27,29999913.694663744,0.0,79.34014509246457,0.0,4.074117177251926,72.48760092870133,2.590400341214429,0.011070850172937682,0.0,0.0,0.0,0.0,0.10269219121778016,27.48898053557674,0.15458383241457363,0.00022222928222149843,0.0,0.0,0.0,0.0,0.0,0.05508813734584511,0.00043370213503086757,1.2469779363130173e-06,0.0,0.0,0.0,0.0
28,29999910.96512222,0.0,81.58683725779652,0.0,4.352313741249524,71.72883395681137,2.665579137234796,0.011834727830843461,0.0,0.0,0.0,0.0,0.11395246145047255,28.35261953769468,0.16537600706986716,0.00024672061278997005,0.0,0.0,0.0,0.0,0.0,0.0568188768290474,0.0004639807813583444,1.3844042401040406e-06,0.0,0.0,0.0,0.0
